City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Year,Month,Day,DayOfWeek,WeekOfYear,Season,City_enc,Season_enc
Pune,2016-04-26,35.840823179064074,59.697954876559564,1.2248094234334053,0.8281792487250221,33.518044361059026,3.588119179890184,1.1592320087516232,4.954474805558464,57.254966107495285,2.8485501810052307,1.8487007470575445,15.238310232594356,34.39,2016,4,26,1,17,Spring,9,2
Jaipur,2021-02-26,104.41317062213359,28.52796751027145,35.447738476968354,27.029142643127543,30.616404543392548,6.793284240525699,0.022041387006777113,10.222164577796718,68.40566071801337,6.554490240188878,3.355837809220899,1.4203661804824605,83.03875,2021,2,26,4,8,Winter,5,4
Delhi,2015-06-03,104.41317062213359,34.15116138163007,3.7483816267159655,9.998892603132754,20.519421429814606,6.003863342446359,1.6644846558550612,2.801956433029436,52.26439810411715,6.0793845583400135,7.054508813838698,6.071095880629153,62.99,2015,6,3,2,23,Summer,3,3
Bengaluru,2019-03-05,6.78697343461654,58.20534192036231,9.312540949967687,21.792071434954142,40.810743910394365,4.037098214232675,1.4517394021588306,1.8635384699748647,24.72271577362587,0.48415027596052007,4.539751520059921,0.417123529641722,22.59,2019,3,5,1,10,Spring,1,2
Ahmedabad,2020-10-21,23.225998155892725,46.162725849956836,18.343556780201354,4.579900909871909,25.644262654360194,45.100443878122334,0.12280386959252615,9.030909674688505,24.74861326339849,2.64926945751316,0.3900666474143595,4.592364821665282,23.8,2020,10,21,2,43,Monsoon,0,1
Kolkata,2022-07-23,104.41317062213359,57.3973127659706,13.165399990318903,20.439522777862397,0.858363999892694,7.346375217789295,2.0646318608075895,13.038621549650559,47.32003719187287,1.7357185106650688,5.1220830152519365,2.07038189273877,83.03875,2022,7,23,5,29,Summer,6,3
Ahmedabad,2021-06-01,20.912100766130525,47.026752372429605,4.429414903979932,31.123234278385283,67.36281791774849,42.328948658826135,1.1075352393478142,25.73929696310002,5.794879593544371,1.008601136007581,16.87971314692706,6.012611484557665,27.45,2021,6,1,1,22,Summer,0,3
Pune,2017-11-06,104.41317062213359,157.8465124366483,3.030796814634141,77.11479450209336,4.803437636250262,7.426092147717669,0.34364299953956934,41.96178724314042,31.63519411743788,2.9920745948204277,1.2336546180274406,2.83601000063733,83.03875,2017,11,6,0,45,Autumn,9,0
Kolkata,2019-07-23,23.545590148926316,96.32952185255718,2.6305827637813968,72.65300829568916,24.95155654007862,3.4240691110220314,1.229278231775634,22.326287093872214,44.600545508799826,2.1454639388123256,0.18909048921938898,1.7762273060713094,50.53,2019,7,23,1,30,Summer,6,3
Bengaluru,2018-05-25,27.46196464717927,31.559575363154362,39.75663768000254,9.993057929004177,34.690575340840624,1.90397821534652,1.3575014804680323,3.75272048735929,66.39730237333477,4.473685774014797,1.2636031693667693,3.9483772483456065,26.69,2018,5,25,4,21,Spring,1,2
Mumbai,2015-03-02,66.07940251368005,68.57472159887006,0.6413656778307225,0.8308982133262708,48.89987334536805,29.023697851456866,3.7908207923633332,20.67358749798428,5.0,0.29426436980920456,11.61137460828082,0.7522945062154185,44.86,2015,3,2,0,10,Spring,8,2
Ahmedabad,2017-07-27,30.809844329329888,33.43279246179771,62.05510354743852,31.95839178180325,21.159348561770663,0.48936097594222494,2.033033459638321,11.555401229091299,13.999725388950623,1.0815358132609045,15.830133311944774,8.421668645585326,27.51,2017,7,27,3,30,Summer,0,3
Delhi,2019-06-28,30.14205093628574,41.4054804547253,4.426122068754766,27.706061508519678,53.20389441174363,45.100443878122334,0.5391417111561463,8.989650614569161,27.30457837459836,0.07836134027715472,0.4995372421833602,6.945679812871353,29.71,2019,6,28,4,26,Summer,3,3
Bengaluru,2020-09-20,104.41317062213359,76.35839977351633,2.3379202633228156,0.8343588206244295,5.632603766849535,8.124201417292376,0.18857098682371126,41.1695832905415,42.262570854645965,4.110787722784504,21.85254635611082,3.9369395494602126,68.51,2020,9,20,6,38,Monsoon,1,1
Hyderabad,2015-01-25,60.76662742138497,87.00407819919292,17.20632184393984,20.27823817760254,42.38861299403717,4.26280981492126,2.8778635018130845,18.164588026702578,45.8313714911526,7.306886945120885,9.870495230590064,2.28680582558248,53.86,2015,1,25,6,4,Winter,4,4
Delhi,2017-11-28,37.085486948947924,36.190533894092205,1.667326918951853,26.36274698107443,70.02598956005352,14.413287072326463,2.8068634572744013,17.17108776227371,10.221298750604282,2.65565801366038,7.300837092419016,12.338841412371176,30.12,2017,11,28,1,48,Autumn,3,0
Chennai,2015-05-11,104.41317062213359,25.19363263183333,18.44885549704894,72.85372439684991,88.08931413509663,2.139239276999108,0.2891216080375668,10.812388683419023,24.26648147520238,2.878997633631749,2.9248276135920896,5.031875947861949,65.08,2015,5,11,0,20,Spring,2,2
Lucknow,2018-06-06,66.77641709432481,58.05509354572604,38.0261273532302,71.0939040016353,34.65875790068472,1.1232063985231844,0.09621779406666083,30.04515309884036,41.425028565714776,0.14261198113343398,4.647380205054796,1.675966201309976,55.74,2018,6,6,2,23,Summer,7,3
Bengaluru,2015-04-18,28.44402731209694,74.01262494426781,0.9816625924083062,4.928027417109454,15.010737931410254,26.385030192830552,1.8664874149935797,23.64733682961668,83.93995782474933,2.102215555389976,29.369592034758778,8.217782145705288,42.24,2015,4,18,5,16,Spring,1,2
Mumbai,2015-06-21,104.41317062213359,34.92482235182925,32.175623015839406,14.563214428718144,7.134289566061492,8.292192542536279,1.9233439127704253,5.327467234559482,55.89848492650223,2.245169416955449,24.252775386263924,5.039559521031184,74.5,2015,6,21,6,25,Summer,8,3
Bengaluru,2018-12-29,55.361946620852784,96.69755930700791,10.033269196818518,1.3249166840808742,16.958938609437297,10.955102521746937,0.2924606458809244,5.182070779139656,34.09332223894177,0.11926296205878159,9.820688303083996,0.6791708759532786,47.82,2018,12,29,5,52,Winter,1,4
Pune,2015-04-12,27.91205250306951,85.41357980693186,3.4749436525538293,19.005160216544617,31.058923220677755,2.9164466545961836,1.654887967432763,0.8244232667821014,22.766389543515626,4.575112995993567,8.649115831333356,0.6065080940049952,37.35,2015,4,12,6,15,Spring,9,2
Kolkata,2022-12-23,6.575469171046724,34.57013900396586,3.874036872623852,41.9611467860037,8.742672821280262,0.9508755971454096,0.49051557605996127,0.7829279946542358,19.866068400674383,0.9785209261862616,2.364120195999055,13.911580959879508,19.55,2022,12,23,4,51,Winter,6,4
Ahmedabad,2022-01-15,11.000479865115395,120.43540246995293,50.208069462162655,46.81553432486585,120.86123855419754,6.877675906034419,0.4529088932789417,16.566189277335944,26.337822581027897,3.85605845784436,30.49942823247772,1.6977687659690053,45.33,2022,1,15,5,2,Winter,0,4
Kolkata,2021-05-11,34.724830587416086,55.51051928344216,2.3442933628210527,20.733844600828498,90.97367997375514,10.5827379461617,0.5884930069362952,3.0913029501310723,5.0,1.5471393788641563,14.080971769450088,5.445527102255373,29.36,2021,5,11,1,19,Spring,6,2
Kolkata,2019-06-25,104.41317062213359,157.8465124366483,40.31548606732719,3.0234529150494125,1.3405007439585654,21.750058189824337,1.1021929196812963,38.566353329018355,94.85253510877853,9.231341201657232,4.816871330393383,0.18557080741086082,83.03875,2019,6,25,1,26,Summer,6,3
Bengaluru,2023-07-13,35.4536870629274,157.8465124366483,15.715981258674969,14.407145531406284,33.017966150277445,10.42880096324169,2.447938861541646,27.71584797837156,30.64252483960003,0.7155526825330355,16.919042721171703,4.065309221671832,66.87,2023,7,13,3,28,Summer,1,3
Pune,2022-11-04,33.98106246943923,29.025383615774977,0.7967866085318659,77.11479450209336,62.294467131811786,22.883830412947106,1.0356575317851997,6.436038702760027,17.34630210397886,0.18000039779006233,2.38098143735669,1.314158013863376,33.56,2022,11,4,4,44,Autumn,9,0
Ahmedabad,2023-03-24,13.879595292872144,104.32257323347568,12.490196885476838,7.825851519979476,11.262272670790521,1.8398515524443468,0.5308240451748745,9.616275282201785,5.0,9.231341201657232,2.398176113196879,0.7519420680891787,33.91,2023,3,24,4,12,Spring,0,2
Ahmedabad,2017-11-06,9.033910393354073,101.06263848353169,34.01457022417748,11.559043287734612,29.684777973367062,0.9915004475725702,3.230915324382458,5.9463145675860085,15.752591823103272,0.8385148615033289,15.652355636283527,7.42512066932014,33.95,2017,11,6,0,45,Autumn,0,0
Kolkata,2015-11-26,34.724830587416086,42.77961740946432,25.907350949531036,41.210487675761584,20.834491749415772,2.5949746591277143,0.08499832362036691,1.4541888211712304,5.0,3.0262970977886052,8.194090168220093,8.291635152159998,28.87,2015,11,26,3,48,Autumn,6,0
Chennai,2019-03-01,104.41317062213359,56.3110503712828,13.419199646196105,39.68052687373362,8.753426953180258,22.176942593260385,2.3925000916715398,0.4790202719447334,13.72203322494682,1.4079390584278018,8.115598135569051,6.280055281795156,81.06,2019,3,1,4,9,Spring,2,2
Lucknow,2015-01-12,104.41317062213359,14.6679295150645,39.32938406802603,72.98159514570305,38.153202297170715,21.364943063828683,2.3013687491617834,9.025845168483606,94.85253510877853,3.0618541513473727,8.525435253930864,0.05624944252737806,83.03875,2015,1,12,0,3,Winter,7,4
Pune,2018-09-03,13.508542689725111,14.385633464203615,2.5649591892516583,14.736508630920241,120.86123855419754,2.286219393546957,0.43863355520537045,41.96178724314042,5.864320094298608,2.7194563045751043,1.3445389458875645,1.6767288661000335,15.64,2018,9,3,0,36,Monsoon,9,1
Chennai,2015-08-04,32.88484848365228,16.440546672705814,48.14581721478126,21.68338070022979,18.183310433481378,0.4721844385231089,0.33152219530639637,37.378845857023556,27.592663172430566,3.6855535666270134,4.301047989841292,2.2389510526817338,25.54,2015,8,4,1,32,Summer,2,3
Jaipur,2015-12-05,11.848047333909738,71.69921828734908,37.473435573201286,20.748790544709255,32.15233620871759,17.34117114801297,3.115573347450044,24.898242537748573,7.229375272046402,0.05584666572393516,8.511578635879493,5.869647035326302,29.84,2015,12,5,5,49,Winter,5,4
Jaipur,2019-12-05,32.7142107430759,74.11043846427631,24.638999189083144,77.11479450209336,15.891228570002959,28.9945013998904,0.9470486942257922,14.85692958332958,53.53623092144553,5.427221411628667,2.8447179966053806,7.043593215951562,49.15,2019,12,5,3,49,Winter,5,4
Delhi,2022-06-01,104.41317062213359,45.072897376402565,34.06263961117618,44.003091418327855,83.80613045078333,21.04292438299611,0.07065526931810757,29.0923149641189,28.92557559522141,1.954092321980054,7.011893513505898,4.942357530942385,66.72,2022,6,1,2,22,Summer,3,3
Kolkata,2023-08-19,78.49031494204648,157.8465124366483,15.697159220700163,53.4142220578262,79.98167450991394,3.3997261790653424,3.322308044788807,10.85621507547071,7.907987066869815,2.1947460901847187,8.142650566922857,7.781579643121708,83.03875,2023,8,19,5,33,Summer,6,3
Ahmedabad,2019-10-17,63.23956997303887,108.95694258555831,22.488600068478913,4.284889564279659,7.878247522571789,13.147683524234926,0.6438822440616875,2.979693629486655,70.4101242399065,1.5881155962404176,28.614440391923157,2.7869652312054782,57.68,2019,10,17,3,42,Monsoon,0,1
Bengaluru,2019-02-17,28.350827265521858,17.8353201738736,16.44681456597685,47.08441251758723,92.08295864089206,21.242999887153946,0.6281824495329054,17.28828429046386,53.64054440747231,9.231341201657232,2.820656197032409,3.90273850995613,28.85,2019,2,17,6,7,Winter,1,4
Ahmedabad,2021-08-18,90.88306614519009,48.40572325878727,8.783391427490997,17.020755789646827,6.571818431160823,4.432260522380601,1.5462395539538534,38.00755300520167,94.85253510877853,4.851977432227242,5.786714597021842,0.3320355964795476,61.61,2021,8,18,2,33,Summer,0,3
Ahmedabad,2023-04-12,55.55285985321966,54.48132654165667,16.826485301275046,0.7084602886541426,4.01226386882229,11.252774186320845,1.62400924187026,0.29699739980944856,5.0,1.1192553215915964,30.49942823247772,2.785772504217865,34.73,2023,4,12,2,15,Spring,0,2
Mumbai,2016-12-10,45.747285885405816,72.95166569630676,5.953714384050857,1.8590820124718597,42.32968357649515,5.663235290884794,0.6538465480071887,4.344139970499711,21.380147411506552,4.5845593039278985,2.067657479915475,2.83374559183535,37.43,2016,12,10,5,49,Winter,8,4
Ahmedabad,2018-05-08,30.194884706056985,53.441882373563445,11.606342778271515,33.98753618565529,19.5041673465892,3.8345249905417225,0.23196432522895272,4.627217042321941,94.85253510877853,1.7233924620787016,15.142163089759517,4.7275693629730515,49.61,2018,5,8,1,19,Spring,0,2
Delhi,2021-11-18,42.72133104605795,29.427074097726628,6.591632036647556,13.957047703564918,30.263982312695404,45.100443878122334,0.9748227508027674,1.5644085806040497,58.34510598800108,6.120970409743101,1.949873774866285,2.3732428227985674,30.9,2021,11,18,3,46,Autumn,3,0
Chennai,2018-01-17,41.70417577562641,157.8465124366483,2.622406932640194,60.77487883923057,42.28777295013558,36.555804220848216,1.4719607094729972,3.8329523711927287,62.2842880403102,0.09399679205437712,18.97430518277958,1.362029987481561,75.75,2018,1,17,2,3,Winter,2,4
Jaipur,2018-07-15,21.474253028100485,56.83644944923028,7.768085203179613,39.758589504675385,2.1713731669412275,8.849865125935487,2.9515536614145628,7.267188323583051,33.969902430285956,1.3174061740020733,6.693797516266388,1.3563952973614002,33.29,2018,7,15,6,28,Summer,5,3
Ahmedabad,2016-05-03,17.815462732113765,40.80368199732816,38.20913290661459,0.6575542807958832,13.866335167937798,2.206251743114361,0.9937523489075317,41.96178724314042,43.677321800859836,1.6854050946915247,30.49942823247772,0.7186180418297089,25.62,2016,5,3,1,18,Spring,0,2
Ahmedabad,2019-04-11,14.916596195770214,45.732172121763696,9.59561001003711,34.835859626886354,24.714636182688324,19.524187111932807,1.556400302824881,29.520195171453587,57.27505852660696,4.090659692569239,1.8641990448833747,6.036937306433266,31.34,2019,4,11,3,15,Spring,0,2
Mumbai,2015-02-16,15.700766150603789,157.8465124366483,27.566813432214904,6.408886327967511,12.401874264257206,4.429689269920789,0.08391745207585194,41.96178724314042,5.0,0.6037802515122007,11.645160477033665,4.871829342847587,53.76,2015,2,16,0,8,Winter,8,4
Pune,2017-02-16,33.98106246943923,103.32633160807588,3.8522348945730043,16.475694687567515,2.0084450703421144,2.768180920428157,3.373892119789855,1.9272499344279095,41.28398003107426,1.0117982513576806,11.88359496929726,4.328581278165226,45.62,2017,2,16,3,7,Winter,9,4
Bengaluru,2017-11-05,24.974419494562795,48.73289306069124,11.047511801633888,29.40370123591414,3.626608597211951,7.207575068413889,1.0593200317902562,0.4267400009641678,59.13627428484981,3.8607623521726477,12.689574250808569,3.7859718242808293,31.8,2017,11,5,6,44,Autumn,1,0
Pune,2016-12-11,20.154206032568403,27.263184090206323,2.4401002735606037,61.84046804452383,64.7286267291415,11.320546205406913,1.500410104169613,1.746038233939581,5.0,0.239870026555143,1.0643749957718955,2.290671734417808,24.57,2016,12,11,6,49,Winter,9,4
Bengaluru,2016-02-05,18.994981642714304,30.40671290529427,2.984415182850145,18.26957970643881,96.93895951949833,1.5378071162733968,3.71632999141465,36.85277279200507,12.336591330301712,0.67364972468842,3.4046558294019076,7.320563167092201,23.77,2016,2,5,4,5,Winter,1,4
Lucknow,2019-12-23,41.82540880039122,38.95862448391424,19.21720624923152,49.58452872113722,6.6059920733410085,12.720598591223784,1.0467144172182805,2.570521971432054,13.705278522090728,4.199556308169567,4.1251514216963,12.756781544582335,33.95,2019,12,23,0,52,Winter,7,4
Ahmedabad,2023-04-17,99.69205230972972,54.48132654165667,18.703448357239395,45.830991060536384,11.467939974948862,0.23201070497414078,1.5229399924955258,12.751812348037701,67.4850975177782,6.251039152607593,3.919877491407598,2.8989959521823865,64.39,2023,4,17,0,16,Spring,0,2
Mumbai,2023-08-24,32.82752876971248,92.7188995739713,4.799994112119295,18.53396791338298,42.250789456296985,33.366185764616276,1.8241076946027506,3.8734485532026075,53.050418224807736,3.9150064812185423,11.239938494546779,2.630445991380213,44.27,2023,8,24,3,34,Summer,8,3
Hyderabad,2015-09-07,31.15377295243715,32.85556670000609,12.86517883899675,20.85328294143781,120.86123855419754,38.025645068689236,3.805660625221007,0.3127696558089881,23.07800396277459,2.2468568724165716,0.5639012499351114,0.8880288107716915,26.65,2015,9,7,0,37,Monsoon,4,1
Kolkata,2016-01-26,15.675369296539431,95.63435604557434,39.80023298991054,36.167724382858104,14.24355943344419,19.811575875776242,2.5077136171508005,1.3262619838232341,57.16679995796029,0.31295418157835714,13.096245401072096,5.554064147236019,41.92,2016,1,26,1,4,Winter,6,4
Jaipur,2015-12-01,27.703095298190735,28.90367872159898,3.8280898491803472,0.9493158646593178,77.2998362919341,9.425832369965825,1.4118708328553704,18.557620200397167,21.143232042183207,5.2673082278716805,7.477815755830592,4.083270796837958,21.74,2015,12,1,1,49,Winter,5,4
Chennai,2016-09-20,85.82145834513844,35.57910197165095,0.3879490625061263,66.44036229315753,28.210786023600363,4.4134775422731725,1.6125020283356317,10.812388683419023,72.74703520293933,0.3973011190658866,1.8994716095006918,15.238310232594356,58.01,2016,9,20,1,38,Monsoon,2,1
Jaipur,2015-05-17,75.94192343294567,19.793102838115544,21.110776713894573,44.066309476255725,120.86123855419754,20.445236770952548,0.23896569525725803,3.903712102719617,9.339922495987272,1.458781756043066,2.563367632799978,4.389235819084634,39.58,2015,5,17,6,20,Spring,5,2
Chennai,2023-01-09,32.88484848365228,19.384709354126127,1.0996483027435413,8.607106523446264,5.859277312438833,40.27904531817701,0.9527920491290509,7.10430845688394,42.67713275936475,0.1554571746113783,1.0267558501685494,1.7026784698289112,22.9,2023,1,9,0,2,Winter,2,4
Lucknow,2022-06-28,31.02291293309262,28.685760431890994,62.05510354743852,77.11479450209336,120.86123855419754,2.589139792612366,0.537151757241856,16.060940053175926,9.686029322388611,3.7102638619635684,6.144447905020277,4.138431537924686,39.2,2022,6,28,1,26,Summer,7,3
Pune,2019-03-02,46.96422043468812,53.62351962880365,18.81270764490069,5.931232275326648,23.262702947790444,9.405392132951045,0.8483732426599269,9.50542213167567,5.0,2.1004849600179107,9.036741646783977,15.238310232594356,32.61,2019,3,2,5,9,Spring,9,2
Delhi,2017-04-06,45.64827098172295,27.227106336889,12.712527755182638,73.63248974120057,120.86123855419754,5.680776961484473,1.6281600681434316,41.96178724314042,25.861687663834235,7.145135996428129,8.698176530663387,6.424742708339815,41.45,2017,4,6,3,14,Spring,3,2
Ahmedabad,2016-12-27,31.720642033520676,155.8133868732847,11.242116611250585,11.76788491368303,24.550542091219334,6.61813594660814,0.24228107170576968,8.542247165451279,23.767118271371604,0.4480852299126719,30.49942823247772,0.6881406283380093,55.38,2016,12,27,1,52,Winter,0,4
Hyderabad,2019-02-09,23.724108703178345,28.424518766922862,17.022735121334545,43.20943079261238,30.207894119889374,7.807024007800926,0.02629304635444961,3.330866868179046,64.90016761104046,5.130526563580776,3.509286739945045,2.1015940381088423,28.73,2019,2,9,5,6,Winter,4,4
Chennai,2022-03-26,35.40876962191219,62.10102421204397,1.8999421841654982,18.284956165606093,65.3441035806288,45.100443878122334,0.7585690835093746,11.522679265549982,24.885661901624182,2.1441468967202564,14.358201473249743,1.7739903964193593,34.68,2022,3,26,5,12,Spring,2,2
Kolkata,2017-09-16,39.3493614373667,137.5751175071286,53.190646857092204,40.00734455598111,51.29590075084951,4.488976822898978,0.5833198174156452,8.991836884238614,6.909546851416039,1.3675561507105298,12.840177506604746,9.718395463127727,56.05,2017,9,16,5,37,Monsoon,6,1
Chennai,2021-08-16,54.95611087885054,58.25085806061374,19.650858065539836,5.080372956416849,38.6616270840425,10.179076636155333,0.8182085753406998,23.206692014465155,94.85253510877853,3.0948260247717494,0.6328808258153189,4.7229732791001355,54.54,2021,8,16,0,33,Summer,2,3
Delhi,2017-07-23,35.88090248109545,42.31996341571487,4.066291467963742,9.421046666391689,21.581353134548298,45.100443878122334,4.015283483120382,41.02852253619558,11.018379504072293,4.687911606245359,26.593325641598284,8.306340866197521,31.76,2017,7,23,6,29,Summer,3,3
Jaipur,2023-05-01,104.41317062213359,60.515892142725875,16.537277121921747,3.1560766597606835,62.89307835336955,9.695582545111117,1.8418046190456123,27.14535966550751,94.85253510877853,1.7409841255666763,26.780631242592996,0.9694170110042267,83.03875,2023,5,1,0,18,Spring,5,2
Mumbai,2016-02-06,12.580528258894715,36.84742488382328,2.8602440090768178,60.10642796578693,118.43649016236944,29.882400429063537,0.595037801510595,7.39085007254391,94.85253510877853,0.7950454782777503,5.047361723964363,11.931730878661622,33.31,2016,2,6,5,5,Winter,8,4
Jaipur,2019-01-06,60.55672686208316,27.097285699248346,0.35417186452370364,10.541795557746886,0.3943736362134419,0.9084329472832101,0.2963577602505571,3.652415771541217,27.36476933655025,7.423294500661331,5.407314363018242,0.3004010222627098,32.8,2019,1,6,6,1,Winter,5,4
Lucknow,2016-09-06,32.04063800248679,83.83867363246488,19.913010155065653,35.571830838420226,35.45424083245413,45.100443878122334,1.445381301132424,10.773135119329027,5.0,1.1262531093959254,17.125616515487152,2.3487158128166237,39.76,2016,9,6,1,36,Monsoon,7,1
Mumbai,2018-07-20,33.17236088387548,36.30015335942722,20.90996354608454,51.48084180364328,80.39092672403221,3.1151655047150277,1.0504835816657812,7.314931021549273,41.60815629673041,9.231341201657232,6.832575554540253,0.07125048169656606,33.81,2018,7,20,4,29,Summer,8,3
Jaipur,2018-03-28,17.286733785892263,105.18569210751282,17.526818326392362,69.50606962850613,42.35019467014715,45.100443878122334,0.9913763218891831,22.058621049737077,65.4139845998641,4.374337030730702,16.054493698348793,1.0184174998921633,52.02,2018,3,28,2,13,Spring,5,2
Kolkata,2023-10-29,74.84913944950519,95.33375637756848,4.054155929907942,3.3714570838851263,64.54371285169806,2.896070517594336,0.3588346582491585,41.96178724314042,20.626544203966503,3.4925180744179674,0.36793836271760644,15.238310232594356,59.62,2023,10,29,6,43,Monsoon,6,1
Jaipur,2023-05-01,55.827871138546854,61.339349669190774,18.49804703799889,67.05198059396524,90.17508158548605,8.814680713711878,0.04345634063285534,12.92145264500968,24.914834633244816,0.03743173777733602,2.8804295406917273,0.40873717784909785,48.72,2023,5,1,0,18,Spring,5,2
Kolkata,2022-04-21,64.51578467098464,107.72914090575829,1.1634102069037398,6.591462188616783,55.60422713533044,5.535865671994327,0.46317613822233217,9.805449379515158,56.828078420153865,1.785510729667926,0.9548167821653637,0.7856472611739694,57.4,2022,4,21,3,16,Spring,6,2
Kolkata,2021-02-13,37.91687728266502,37.30616324262563,18.793150198495063,40.05686210078498,50.49479488603423,8.517063129746138,0.9164400050467549,18.053132579980982,27.567012203595485,2.0942444568590943,6.054991020660613,12.941281026944953,33.63,2021,2,13,5,6,Winter,6,4
Mumbai,2018-01-26,25.53587045672208,94.50415804033271,16.149489742485713,39.152384673678995,120.86123855419754,4.325729558360434,2.326288624094839,3.23378862552452,7.706490290499423,1.4166248748831638,19.252413401363675,6.192382409310822,40.69,2018,1,26,4,4,Winter,8,4
Pune,2015-05-11,31.39820611430152,94.16052401527341,21.29899549986247,0.2561849910598721,79.71137541161796,45.100443878122334,2.883695960026209,10.048485051633742,94.85253510877853,0.48746185058874425,8.43476572238311,2.612504313157404,47.47,2015,5,11,0,20,Spring,9,2
Bengaluru,2022-10-23,46.84163855345359,44.212385180152125,45.16669594086988,7.477846854726106,67.57776324060889,5.473306806306108,0.7989284740319765,5.616709623911204,94.85253510877853,1.3739901373374095,7.346642886959974,0.35622247273803176,39.88,2022,10,23,6,42,Monsoon,1,1
Ahmedabad,2018-04-09,6.656135505194428,40.414815079358675,37.99020414913664,20.312812751261667,3.6146447344790715,15.888346002323267,2.385365371959435,9.616275282201785,16.00771665406719,0.23379816465289566,4.558749411188928,7.686492361469133,19.3,2018,4,9,0,15,Spring,0,2
Chennai,2023-03-03,66.57614259394643,68.73922397497962,62.05510354743852,16.343610489201758,10.926447605720153,2.2178887545786012,4.234869766964656,14.129380903307364,5.0,1.031356200943003,0.6572309097174518,3.3935259051772255,48.61,2023,3,3,4,9,Spring,2,2
Bengaluru,2023-04-22,104.41317062213359,157.8465124366483,62.05510354743852,75.24162777274644,32.54539701512556,26.092129943013358,1.8913988413611191,12.859933038366778,34.87350026952832,0.26216651942565594,14.541864265238022,1.9505445985479344,83.03875,2023,4,22,5,16,Spring,1,2
Delhi,2015-07-02,48.631333119615256,46.40629773518592,29.596255957987502,13.376468795175509,49.454345036155615,11.729936359194323,1.9562369451417716,21.48215957814077,13.355735510899866,4.188106401914715,8.457532079370264,2.237301651979287,35.09,2015,7,2,3,27,Summer,3,3
Pune,2023-04-19,26.450067244700023,39.82358555655242,62.05510354743852,77.11479450209336,14.451129100993874,45.100443878122334,3.604213262518249,30.94999466991969,5.0,3.3365272118868576,26.73149002531182,3.5187917821579413,37.05,2023,4,19,2,16,Spring,9,2
Bengaluru,2015-12-30,29.10796349194683,124.57106560196705,40.39085824759273,18.45389639013004,3.9189860315780556,8.259155076742884,0.6190611950860428,11.41275315758439,77.83416192196395,8.436890853135735,5.655726373516,4.006255313245323,53.22,2015,12,30,2,53,Winter,1,4
Mumbai,2015-02-08,58.32517864040735,57.26518165287747,26.008385581676347,77.11479450209336,14.906319038929734,3.2620428423516117,0.016902969656201052,22.691655954305066,94.85253510877853,1.4337630128008254,5.133281466542061,8.521457181545,72.01,2015,2,8,6,6,Winter,8,4
Delhi,2021-12-19,26.933451637962627,100.10451052434098,1.567540764044134,40.1085373556781,58.96642838652396,6.370154686198997,4.234869766964656,6.868402662513378,15.099244230881608,4.628156283615388,30.49942823247772,7.385555144978929,45.92,2021,12,19,6,50,Winter,3,4
Hyderabad,2018-10-04,66.34976487546543,54.38368446211167,1.005873531226452,53.041509464477464,83.95346605792673,20.03205720067215,1.0113941610816364,8.815288553043484,47.79240140504211,2.6573369772044226,1.5216972065926746,7.284843760419063,51.33,2018,10,4,3,40,Monsoon,4,1
Pune,2023-04-18,28.808988129883744,14.369146155085042,36.35380376232594,3.3238204574932353,97.62961131390414,16.1427784317886,2.3104107355447763,28.48082175779661,5.0,3.116251734874246,2.908357504013412,6.533683218011385,18.68,2023,4,18,1,16,Spring,9,2
Bengaluru,2017-07-09,28.44402731209694,53.18063285485291,13.453399846885661,26.466929691409113,19.048381308886853,22.599660330336796,2.510893752907381,4.439446289634611,16.154880441432987,2.3786457834720913,6.697514386863977,7.089687121571164,31.89,2017,7,9,6,27,Summer,1,3
Delhi,2022-08-01,104.41317062213359,54.821682536546234,33.705513606049976,4.6190334906442425,18.64292334986343,1.1446375384700882,0.7600429407019468,13.780452511988454,5.0,4.5309523727878025,7.413805329762923,5.659834995571929,61.47,2022,8,1,0,31,Summer,3,3
Hyderabad,2023-11-07,25.428339124641777,27.83706657920459,7.506040565365267,10.598464125675402,20.882707921189663,13.025684849096947,1.168950178443194,9.81809821336824,5.0,0.12869567198851767,7.9565979969500455,10.125656004536214,19.52,2023,11,7,1,45,Autumn,4,0
Jaipur,2015-01-16,31.03702760585147,14.25283930580785,10.138327441244375,29.310329051800075,18.85198479012312,40.36096800158429,1.1645177510465907,23.451008252722506,31.102882175201497,0.25173708814341017,2.3839670367264802,4.076057671158932,24.86,2015,1,16,4,3,Winter,5,4
Delhi,2016-05-07,30.14205093628574,54.821682536546234,24.09190802944859,17.224444486204646,43.88812418224906,1.7126879506301216,0.3731074990632374,17.92228735324497,56.68756671123016,0.30252479069267163,26.152164732199196,3.6786479894781587,35.79,2016,5,7,5,18,Spring,3,2
Mumbai,2018-12-20,34.655067869492584,58.736312508897804,49.379107868313774,1.1991638606080854,17.746825026912827,1.4862912655837948,0.1877309021149015,22.021148045565763,21.1138232395187,1.0219439116899913,12.157151332767281,6.041510454872281,30.58,2018,12,20,3,51,Winter,8,4
Jaipur,2018-02-05,15.518870948598108,37.56883233844825,1.837075639243106,22.710976240227083,0.822148985828655,18.913670286105074,1.1764874719346228,5.093962449107011,25.99498223005997,2.683065184195839,2.989990007476271,0.9076451930759715,21.93,2018,2,5,0,6,Winter,5,4
